Parent	Type	Child	Weight	Probability	Score
TOX	-	S100A4	-28.191616	0.000000	NaN
TRAT1	-	S100A4	-4.360696	0.000000	NaN
LAIR2	+	S100A4	2.267107	0.000000	NaN
CD82	-	S100A4	-10.854894	0.000000	NaN
ACTB	-	CD40LG	-0.011897	0.000000	NaN
TIGIT	+	CD40LG	0.111699	0.000000	NaN
BIRC3	+	CD40LG	0.063076	0.000000	NaN
SLAMF1	+	CD40LG	0.484533	0.000000	NaN
CST7	-	CD40LG	-0.180519	0.000000	NaN
SAMSN1	+	CD40LG	0.147144	0.000000	NaN
HLA-DQA1	-	CD40LG	-0.003471	0.000000	NaN
TMSB4X	-	CD40LG	-0.009854	0.000000	NaN
TRBV4-1	-	CD40LG	-0.173383	0.000000	NaN
PTGER4	-	CD40LG	-0.513222	0.000000	NaN
RHOH	-	CD40LG	-1.089493	0.000000	NaN
SH2D1A	-	CD40LG	-0.024419	0.000000	NaN
NBAS	+	CD40LG	0.479314	0.000000	NaN
CD3E	+	CD40LG	0.728659	0.000000	NaN
ALOX5AP	-	CD40LG	-0.498341	0.000000	NaN
SKAP1	+	CD40LG	1.964330	0.000000	NaN
LIME1	+	CD40LG	0.762818	0.000000	NaN
TNFRSF4	+	CD40LG	0.718675	0.000000	NaN
SEPT1	+	CD40LG	3.754461	0.000000	NaN
TMC8	+	CD40LG	1.368153	0.000000	NaN
HLA-DPA1	-	CD40LG	-0.001507	0.000000	NaN
IL2RG	+	CD40LG	0.145987	0.000000	NaN
GNLY	-	CD40LG	-0.038473	0.000000	NaN
CD3G	+	CD40LG	0.699951	0.000000	NaN
PTPN7	-	CD40LG	-1.433429	0.000000	NaN
SIT1	+	CD40LG	0.574057	0.000000	NaN
ZFP36L2	+	CD40LG	0.835094	0.000000	NaN
TMSB10	-	CD40LG	-0.014924	0.000000	NaN
IKZF3	-	CD40LG	-1.465461	0.000000	NaN
ITM2A	-	CD40LG	-0.264477	0.000000	NaN
TAGAP	+	CD40LG	0.634297	0.000000	NaN
S100A10	+	CD40LG	0.011911	0.000000	NaN
TRAC	+	CD40LG	2.700446	0.000000	NaN
C12orf75	+	CD40LG	0.200357	0.000000	NaN
CD96	+	CD40LG	0.666093	0.000000	NaN
SLC9A3R1	-	CD40LG	-0.746690	0.000000	NaN
DUSP2	-	CD40LG	-0.064809	0.000000	NaN
SELL	+	CD40LG	0.631576	0.000000	NaN
TRBC1	+	CD40LG	3.034629	0.000000	NaN
HLA-DRB5	-	CD40LG	-0.002515	0.000000	NaN
CXCR4	-	CD40LG	-0.126129	0.000000	NaN
SRGN	-	CD40LG	-0.033428	0.000000	NaN
RASAL3	+	CD40LG	2.256726	0.000000	NaN
LAT	-	CD40LG	-1.192392	0.000000	NaN
CD2	+	CD40LG	0.014149	0.000000	NaN
IL7R	+	CD40LG	1.762119	0.000000	NaN
SYTL1	+	CD40LG	0.637367	0.000000	NaN
S100A4	-	CD40LG	-0.017763	0.000000	NaN
CD40LG	+	CD40LG	0.179316	0.000000	NaN
PTPRCAP	+	CD40LG	0.336533	0.000000	NaN
LTB	-	CD40LG	-0.224642	0.000000	NaN
GATA3	+	CD40LG	0.302189	0.000000	NaN
LCK	-	CD40LG	-2.268008	0.000000	NaN
BATF	+	CD40LG	0.977755	0.000000	NaN
TRBC2	+	CD40LG	0.674370	0.000000	NaN
GZMA	-	CD40LG	-0.103169	0.000000	NaN
TNFRSF25	+	CD40LG	3.537678	0.000000	NaN
KIAA1551	-	CD40LG	-0.421713	0.000000	NaN
CXCR3	-	CD40LG	-0.840133	0.000000	NaN
DDIT4	+	CD40LG	0.172842	0.000000	NaN
TC2N	+	CD40LG	1.362164	0.000000	NaN
GZMM	+	CD40LG	2.768630	0.000000	NaN
SH2D2A	-	CD40LG	-1.040666	0.000000	NaN
ITK	+	CD40LG	1.891088	0.000000	NaN
HLA-DRB1	-	CD40LG	-0.001743	0.000000	NaN
TSPAN13	-	CD40LG	-0.211343	0.000000	NaN
RGS1	-	CD40LG	-0.031229	0.000000	NaN
APOBEC3G	+	CD40LG	1.447418	0.000000	NaN
PIM2	+	CD40LG	0.221477	0.000000	NaN
TUBA4A	+	CD40LG	0.868961	0.000000	NaN
RARRES3	-	CD40LG	-1.587146	0.000000	NaN
TCF7	-	CD40LG	-1.276193	0.000000	NaN
KLRB1	+	CD40LG	0.873629	0.000000	NaN
GIMAP7	+	CD40LG	2.592712	0.000000	NaN
CD247	+	CD40LG	1.213933	0.000000	NaN
PGM2L1	+	CD40LG	1.673055	0.000000	NaN
CD3D	+	CD40LG	2.479148	0.000000	NaN
IL22	+	CD40LG	0.155954	0.000000	NaN
CCL5	-	CD40LG	-0.044213	0.000000	NaN
CLEC2D	-	CD40LG	-0.151024	0.000000	NaN
CAMK4	+	CD40LG	1.859153	0.000000	NaN
TRAV8-2	+	CD40LG	3.308177	0.000000	NaN
CD74	-	CD40LG	-0.001840	0.000000	NaN
CD28	+	CD40LG	0.502200	0.000000	NaN
TNFRSF18	+	CD40LG	1.421594	0.000000	NaN
CD52	+	CD40LG	0.753279	0.000000	NaN
IL32	+	CD40LG	0.074506	0.000000	NaN
TRAV8-3	-	CD40LG	-0.494586	0.000000	NaN
ZAP70	-	CD40LG	-0.774633	0.000000	NaN
ISG20	+	CD40LG	2.608385	0.000000	NaN
CD69	+	CD40LG	0.831524	0.000000	NaN
SLC38A1	+	CD40LG	1.066792	0.000000	NaN
LY9	+	CD40LG	0.960729	0.000000	NaN
HSPA8	-	CD40LG	-0.100730	0.000000	NaN
EVL	+	CD40LG	1.013687	0.000000	NaN
TOX	-	CD40LG	-2.519389	0.000000	NaN
TRAT1	+	CD40LG	3.119811	0.000000	NaN
LAIR2	+	CD40LG	0.662440	0.000000	NaN
CD82	+	CD40LG	2.122345	0.000000	NaN
ACTB	-	PTPRCAP	-0.036111	0.000000	NaN
TIGIT	-	PTPRCAP	-1.906886	0.000000	NaN
BIRC3	-	PTPRCAP	-0.879035	0.000000	NaN
SLAMF1	+	PTPRCAP	4.470090	0.000000	NaN
CST7	-	PTPRCAP	-0.707698	0.000000	NaN
SAMSN1	-	PTPRCAP	-2.602098	0.000000	NaN
HLA-DQA1	+	PTPRCAP	0.080691	0.000000	NaN
TMSB4X	-	PTPRCAP	-0.193780	0.000000	NaN
TRBV4-1	-	PTPRCAP	-0.633392	0.000000	NaN
PTGER4	+	PTPRCAP	2.671310	0.000000	NaN
RHOH	-	PTPRCAP	-4.451159	0.000000	NaN
SH2D1A	-	PTPRCAP	-1.459994	0.000000	NaN
NBAS	+	PTPRCAP	0.456948	0.000000	NaN
CD3E	+	PTPRCAP	7.662688	0.000000	NaN
ALOX5AP	+	PTPRCAP	0.732718	0.000000	NaN
SKAP1	-	PTPRCAP	-0.111805	0.000000	NaN
LIME1	+	PTPRCAP	3.346928	0.000000	NaN
TNFRSF4	+	PTPRCAP	1.052458	0.000000	NaN
SEPT1	+	PTPRCAP	3.960701	0.000000	NaN
TMC8	+	PTPRCAP	6.500054	0.000000	NaN
HLA-DPA1	+	PTPRCAP	0.051521	0.000000	NaN
IL2RG	+	PTPRCAP	1.809464	0.000000	NaN
GNLY	+	PTPRCAP	0.911810	0.000000	NaN
CD3G	+	PTPRCAP	4.372083	0.000000	NaN
PTPN7	-	PTPRCAP	-1.250206	0.000000	NaN
SIT1	+	PTPRCAP	4.686161	0.000000	NaN
ZFP36L2	+	PTPRCAP	14.136754	0.000000	NaN
TMSB10	-	PTPRCAP	-0.206966	0.000000	NaN
IKZF3	-	PTPRCAP	-0.653655	0.000000	NaN
ITM2A	-	PTPRCAP	-3.887237	0.000000	NaN
TAGAP	+	PTPRCAP	11.531695	0.000000	NaN
S100A10	-	PTPRCAP	-0.195245	0.000000	NaN
TRAC	+	PTPRCAP	7.801598	0.000000	NaN
C12orf75	+	PTPRCAP	4.989773	0.000000	NaN
CD96	+	PTPRCAP	4.797874	0.000000	NaN
SLC9A3R1	-	PTPRCAP	-3.358597	0.000000	NaN
DUSP2	-	PTPRCAP	-0.613140	0.000000	NaN
SELL	-	PTPRCAP	-3.218130	0.000000	NaN
TRBC1	+	PTPRCAP	12.037306	0.000000	NaN
HLA-DRB5	+	PTPRCAP	0.093869	0.000000	NaN
CXCR4	+	PTPRCAP	0.908951	0.000000	NaN
SRGN	-	PTPRCAP	-0.225367	0.000000	NaN
RASAL3	+	PTPRCAP	6.111512	0.000000	NaN
LAT	-	PTPRCAP	-4.524186	0.000000	NaN
CD2	+	PTPRCAP	5.956194	0.000000	NaN
IL7R	+	PTPRCAP	8.403069	0.000000	NaN
SYTL1	+	PTPRCAP	6.554940	0.000000	NaN
S100A4	-	PTPRCAP	-0.319397	0.000000	NaN
CD40LG	+	PTPRCAP	0.418231	0.000000	NaN
PTPRCAP	+	PTPRCAP	3.461919	0.000000	NaN
LTB	+	PTPRCAP	6.681705	0.000000	NaN
GATA3	+	PTPRCAP	3.310259	0.000000	NaN
LCK	+	PTPRCAP	1.008833	0.000000	NaN
BATF	+	PTPRCAP	1.674982	0.000000	NaN
TRBC2	+	PTPRCAP	6.290630	0.000000	NaN
GZMA	+	PTPRCAP	6.328764	0.000000	NaN
TNFRSF25	+	PTPRCAP	1.307045	0.000000	NaN
KIAA1551	+	PTPRCAP	3.209445	0.000000	NaN
CXCR3	+	PTPRCAP	0.250078	0.000000	NaN
DDIT4	+	PTPRCAP	1.397306	0.000000	NaN
TC2N	+	PTPRCAP	5.119661	0.000000	NaN
GZMM	+	PTPRCAP	3.846926	0.000000	NaN
SH2D2A	+	PTPRCAP	4.324667	0.000000	NaN
ITK	+	PTPRCAP	10.782679	0.000000	NaN
HLA-DRB1	+	PTPRCAP	0.054831	0.000000	NaN
TSPAN13	+	PTPRCAP	1.656265	0.000000	NaN
RGS1	-	PTPRCAP	-1.462618	0.000000	NaN
APOBEC3G	+	PTPRCAP	1.559555	0.000000	NaN
PIM2	+	PTPRCAP	5.810131	0.000000	NaN
TUBA4A	-	PTPRCAP	-3.386671	0.000000	NaN
RARRES3	+	PTPRCAP	0.624731	0.000000	NaN
TCF7	+	PTPRCAP	0.119822	0.000000	NaN
KLRB1	+	PTPRCAP	4.636841	0.000000	NaN
GIMAP7	+	PTPRCAP	8.824269	0.000000	NaN
CD247	+	PTPRCAP	7.572271	0.000000	NaN
PGM2L1	+	PTPRCAP	6.603718	0.000000	NaN
CD3D	+	PTPRCAP	8.114751	0.000000	NaN
IL22	+	PTPRCAP	0.047061	0.000000	NaN
CCL5	+	PTPRCAP	3.047560	0.000000	NaN
CLEC2D	+	PTPRCAP	3.879284	0.000000	NaN
CAMK4	+	PTPRCAP	7.006383	0.000000	NaN
TRAV8-2	+	PTPRCAP	10.626008	0.000000	NaN
CD74	+	PTPRCAP	0.034602	0.000000	NaN
CD28	-	PTPRCAP	-5.648795	0.000000	NaN
TNFRSF18	+	PTPRCAP	5.698174	0.000000	NaN
CD52	+	PTPRCAP	4.675658	0.000000	NaN
IL32	-	PTPRCAP	-0.024534	0.000000	NaN
TRAV8-3	-	PTPRCAP	-0.053147	0.000000	NaN
ZAP70	+	PTPRCAP	1.413735	0.000000	NaN
ISG20	+	PTPRCAP	9.723074	0.000000	NaN
CD69	+	PTPRCAP	6.516159	0.000000	NaN
SLC38A1	-	PTPRCAP	-0.092953	0.000000	NaN
LY9	+	PTPRCAP	0.331104	0.000000	NaN
HSPA8	-	PTPRCAP	-1.301740	0.000000	NaN
EVL	+	PTPRCAP	0.184195	0.000000	NaN
TOX	-	PTPRCAP	-6.583511	0.000000	NaN
TRAT1	+	PTPRCAP	5.122284	0.000000	NaN
LAIR2	+	PTPRCAP	4.445571	0.000000	NaN
CD82	-	PTPRCAP	-1.121100	0.000000	NaN
ACTB	-	LTB	-0.052562	0.000000	NaN
TIGIT	-	LTB	-1.184722	0.000000	NaN
BIRC3	-	LTB	-0.159958	0.000000	NaN
SLAMF1	+	LTB	3.062733	0.000000	NaN
CST7	-	LTB	-0.717145	0.000000	NaN
SAMSN1	-	LTB	-0.090886	0.000000	NaN
HLA-DQA1	-	LTB	-0.016514	0.000000	NaN
TMSB4X	-	LTB	-0.070071	0.000000	NaN
TRBV4-1	-	LTB	-0.412158	0.000000	NaN
PTGER4	+	LTB	4.715797	0.000000	NaN
RHOH	-	LTB	-0.402798	0.000000	NaN
SH2D1A	+	LTB	1.872308	0.000000	NaN
NBAS	-	LTB	-0.191988	0.000000	NaN
CD3E	+	LTB	0.310166	0.000000	NaN
ALOX5AP	-	LTB	-0.198681	0.000000	NaN
SKAP1	+	LTB	0.207647	0.000000	NaN
LIME1	+	LTB	5.089211	0.000000	NaN
TNFRSF4	-	LTB	-0.235442	0.000000	NaN
SEPT1	+	LTB	0.966219	0.000000	NaN
TMC8	+	LTB	3.774497	0.000000	NaN
HLA-DPA1	-	LTB	-0.009118	0.000000	NaN
IL2RG	+	LTB	2.633213	0.000000	NaN
GNLY	-	LTB	-0.045451	0.000000	NaN
CD3G	+	LTB	2.242905	0.000000	NaN
PTPN7	-	LTB	-2.323993	0.000000	NaN
SIT1	+	LTB	3.183614	0.000000	NaN
ZFP36L2	+	LTB	5.668382	0.000000	NaN
TMSB10	-	LTB	-0.082049	0.000000	NaN
IKZF3	+	LTB	1.545065	0.000000	NaN
ITM2A	-	LTB	-2.017879	0.000000	NaN
TAGAP	+	LTB	6.846041	0.000000	NaN
S100A10	-	LTB	-0.096716	0.000000	NaN
TRAC	+	LTB	2.989227	0.000000	NaN
C12orf75	-	LTB	-0.056553	0.000000	NaN
CD96	+	LTB	0.542314	0.000000	NaN
SLC9A3R1	-	LTB	-1.679535	0.000000	NaN
DUSP2	-	LTB	-0.433576	0.000000	NaN
SELL	-	LTB	-0.450270	0.000000	NaN
TRBC1	+	LTB	3.989625	0.000000	NaN
HLA-DRB5	-	LTB	-0.016090	0.000000	NaN
CXCR4	+	LTB	2.888578	0.000000	NaN
SRGN	-	LTB	-0.179532	0.000000	NaN
RASAL3	+	LTB	0.473587	0.000000	NaN
LAT	-	LTB	-3.867848	0.000000	NaN
CD2	+	LTB	3.373205	0.000000	NaN
IL7R	+	LTB	3.888374	0.000000	NaN
SYTL1	+	LTB	2.289425	0.000000	NaN
S100A4	-	LTB	-0.110989	0.000000	NaN
CD40LG	-	LTB	-0.362493	0.000000	NaN
PTPRCAP	+	LTB	1.670555	0.000000	NaN
LTB	+	LTB	5.004470	0.000000	NaN
GATA3	+	LTB	3.548655	0.000000	NaN
LCK	-	LTB	-0.474627	0.000000	NaN
BATF	-	LTB	-0.066020	0.000000	NaN
TRBC2	+	LTB	3.102928	0.000000	NaN
GZMA	+	LTB	1.665550	0.000000	NaN
TNFRSF25	+	LTB	0.400819	0.000000	NaN
KIAA1551	+	LTB	2.240259	0.000000	NaN
CXCR3	+	LTB	0.019340	0.000000	NaN
DDIT4	-	LTB	-0.132358	0.000000	NaN
TC2N	+	LTB	3.560823	0.000000	NaN
GZMM	-	LTB	-1.043728	0.000000	NaN
SH2D2A	+	LTB	3.348095	0.000000	NaN
ITK	+	LTB	6.081447	0.000000	NaN
HLA-DRB1	-	LTB	-0.010790	0.000000	NaN
TSPAN13	+	LTB	1.540810	0.000000	NaN
RGS1	-	LTB	-0.401326	0.000000	NaN
APOBEC3G	-	LTB	-1.278022	0.000000	NaN
PIM2	+	LTB	4.044312	0.000000	NaN
TUBA4A	-	LTB	-0.212512	0.000000	NaN
RARRES3	+	LTB	1.411957	0.000000	NaN
TCF7	-	LTB	-1.779076	0.000000	NaN
KLRB1	+	LTB	2.813074	0.000000	NaN
GIMAP7	+	LTB	3.474453	0.000000	NaN
CD247	+	LTB	3.330103	0.000000	NaN
PGM2L1	+	LTB	2.757274	0.000000	NaN
CD3D	+	LTB	2.944337	0.000000	NaN
IL22	-	LTB	-0.070573	0.000000	NaN
CCL5	+	LTB	0.245245	0.000000	NaN
CLEC2D	-	LTB	-2.453029	0.000000	NaN
CAMK4	+	LTB	1.807008	0.000000	NaN
TRAV8-2	+	LTB	5.649025	0.000000	NaN
CD74	-	LTB	-0.009096	0.000000	NaN
CD28	-	LTB	-2.804596	0.000000	NaN
TNFRSF18	-	LTB	-1.001552	0.000000	NaN
CD52	+	LTB	1.769756	0.000000	NaN
IL32	-	LTB	-0.198440	0.000000	NaN
TRAV8-3	+	LTB	2.665847	0.000000	NaN
ZAP70	-	LTB	-0.967468	0.000000	NaN
ISG20	+	LTB	5.905500	0.000000	NaN
CD69	+	LTB	1.431362	0.000000	NaN
SLC38A1	-	LTB	-0.393164	0.000000	NaN
LY9	+	LTB	0.472420	0.000000	NaN
HSPA8	-	LTB	-0.423846	0.000000	NaN
EVL	-	LTB	-0.609680	0.000000	NaN
TOX	-	LTB	-4.429180	0.000000	NaN
TRAT1	+	LTB	0.645283	0.000000	NaN
LAIR2	-	LTB	-0.318952	0.000000	NaN
CD82	-	LTB	-2.158777	0.000000	NaN
ACTB	-	GATA3	-0.014545	0.000000	NaN
TIGIT	+	GATA3	0.991739	0.000000	NaN
BIRC3	-	GATA3	-0.119988	0.000000	NaN
SLAMF1	+	GATA3	0.417247	0.000000	NaN
CST7	-	GATA3	-0.037451	0.000000	NaN
SAMSN1	-	GATA3	-0.382890	0.000000	NaN
HLA-DQA1	+	GATA3	0.002394	0.000000	NaN
TMSB4X	-	GATA3	-0.016365	0.000000	NaN
TRBV4-1	+	GATA3	0.106314	0.000000	NaN
PTGER4	-	GATA3	-0.278518	0.000000	NaN
RHOH	-	GATA3	-0.189902	0.000000	NaN
SH2D1A	-	GATA3	-0.940477	0.000000	NaN
NBAS	+	GATA3	1.106254	0.000000	NaN
CD3E	+	GATA3	0.663281	0.000000	NaN
ALOX5AP	+	GATA3	1.219997	0.000000	NaN
SKAP1	-	GATA3	-0.070694	0.000000	NaN
LIME1	+	GATA3	0.332768	0.000000	NaN
TNFRSF4	+	GATA3	0.033891	0.000000	NaN
SEPT1	+	GATA3	0.085983	0.000000	NaN
TMC8	+	GATA3	0.724745	0.000000	NaN
HLA-DPA1	+	GATA3	0.002423	0.000000	NaN
IL2RG	+	GATA3	1.223578	0.000000	NaN
GNLY	+	GATA3	0.281375	0.000000	NaN
CD3G	+	GATA3	1.732846	0.000000	NaN
PTPN7	-	GATA3	-0.080701	0.000000	NaN
SIT1	+	GATA3	0.741671	0.000000	NaN
ZFP36L2	+	GATA3	1.368928	0.000000	NaN
TMSB10	-	GATA3	-0.031714	0.000000	NaN
IKZF3	+	GATA3	0.477082	0.000000	NaN
ITM2A	+	GATA3	0.102200	0.000000	NaN
TAGAP	+	GATA3	1.897062	0.000000	NaN
S100A10	-	GATA3	-0.024855	0.000000	NaN
TRAC	+	GATA3	1.112535	0.000000	NaN
C12orf75	+	GATA3	0.990094	0.000000	NaN
CD96	+	GATA3	0.027908	0.000000	NaN
SLC9A3R1	-	GATA3	-0.620311	0.000000	NaN
DUSP2	-	GATA3	-0.084332	0.000000	NaN
SELL	-	GATA3	-0.024140	0.000000	NaN
TRBC1	+	GATA3	1.518151	0.000000	NaN
HLA-DRB5	+	GATA3	0.004184	0.000000	NaN
CXCR4	+	GATA3	0.135774	0.000000	NaN
SRGN	-	GATA3	-0.041511	0.000000	NaN
RASAL3	+	GATA3	0.914789	0.000000	NaN
LAT	-	GATA3	-0.488301	0.000000	NaN
CD2	-	GATA3	-0.102950	0.000000	NaN
IL7R	+	GATA3	1.282303	0.000000	NaN
SYTL1	+	GATA3	0.485691	0.000000	NaN
S100A4	-	GATA3	-0.009042	0.000000	NaN
CD40LG	-	GATA3	-0.060248	0.000000	NaN
PTPRCAP	+	GATA3	0.810384	0.000000	NaN
LTB	+	GATA3	0.122569	0.000000	NaN
GATA3	-	GATA3	-0.053715	0.000000	NaN
LCK	-	GATA3	-1.018919	0.000000	NaN
BATF	+	GATA3	1.009789	0.000000	NaN
TRBC2	-	GATA3	-0.551882	0.000000	NaN
GZMA	+	GATA3	0.165839	0.000000	NaN
TNFRSF25	-	GATA3	-0.208887	0.000000	NaN
KIAA1551	+	GATA3	0.587109	0.000000	NaN
CXCR3	+	GATA3	0.550064	0.000000	NaN
DDIT4	+	GATA3	0.146600	0.000000	NaN
TC2N	+	GATA3	1.141089	0.000000	NaN
GZMM	+	GATA3	0.925411	0.000000	NaN
SH2D2A	+	GATA3	0.668859	0.000000	NaN
ITK	+	GATA3	1.458312	0.000000	NaN
HLA-DRB1	+	GATA3	0.002754	0.000000	NaN
TSPAN13	+	GATA3	0.429961	0.000000	NaN
RGS1	-	GATA3	-0.131900	0.000000	NaN
APOBEC3G	+	GATA3	0.309380	0.000000	NaN
PIM2	+	GATA3	0.602266	0.000000	NaN
TUBA4A	+	GATA3	0.543474	0.000000	NaN
RARRES3	+	GATA3	0.114177	0.000000	NaN
TCF7	+	GATA3	0.430731	0.000000	NaN
KLRB1	+	GATA3	0.941220	0.000000	NaN
GIMAP7	+	GATA3	1.271171	0.000000	NaN
CD247	+	GATA3	1.282339	0.000000	NaN
PGM2L1	+	GATA3	0.164258	0.000000	NaN
CD3D	+	GATA3	1.795937	0.000000	NaN
IL22	+	GATA3	0.043432	0.000000	NaN
CCL5	+	GATA3	0.098769	0.000000	NaN
CLEC2D	+	GATA3	1.418663	0.000000	NaN
CAMK4	+	GATA3	1.246976	0.000000	NaN
TRAV8-2	+	GATA3	1.298169	0.000000	NaN
CD74	+	GATA3	0.001319	0.000000	NaN
CD28	-	GATA3	-1.057789	0.000000	NaN
TNFRSF18	+	GATA3	1.388904	0.000000	NaN
CD52	+	GATA3	0.569681	0.000000	NaN
IL32	+	GATA3	0.050184	0.000000	NaN
TRAV8-3	-	GATA3	-0.933106	0.000000	NaN
ZAP70	+	GATA3	1.033117	0.000000	NaN
ISG20	+	GATA3	1.684143	0.000000	NaN
CD69	+	GATA3	0.538738	0.000000	NaN
SLC38A1	+	GATA3	0.299645	0.000000	NaN
LY9	-	GATA3	-0.570222	0.000000	NaN
HSPA8	-	GATA3	-0.227482	0.000000	NaN
EVL	+	GATA3	0.355981	0.000000	NaN
TOX	-	GATA3	-0.028926	0.000000	NaN
TRAT1	-	GATA3	-0.004754	0.000000	NaN
LAIR2	+	GATA3	0.472590	0.000000	NaN
CD82	-	GATA3	-0.047082	0.000000	NaN
ACTB	-	LCK	-0.007870	0.000000	NaN
TIGIT	-	LCK	-0.139491	0.000000	NaN
BIRC3	-	LCK	-0.078290	0.000000	NaN
SLAMF1	+	LCK	0.413862	0.000000	NaN
CST7	+	LCK	0.462263	0.000000	NaN
SAMSN1	-	LCK	-0.439838	0.000000	NaN
HLA-DQA1	+	LCK	0.006795	0.000000	NaN
TMSB4X	-	LCK	-0.024603	0.000000	NaN
TRBV4-1	-	LCK	-0.087836	0.000000	NaN
PTGER4	+	LCK	0.042501	0.000000	NaN
RHOH	-	LCK	-0.466695	0.000000	NaN
SH2D1A	-	LCK	-0.475242	0.000000	NaN
NBAS	-	LCK	-0.082711	0.000000	NaN
CD3E	+	LCK	1.171104	0.000000	NaN
ALOX5AP	+	LCK	0.021413	0.000000	NaN
SKAP1	-	LCK	-0.374380	0.000000	NaN
LIME1	-	LCK	-0.636168	0.000000	NaN
TNFRSF4	+	LCK	0.194261	0.000000	NaN
SEPT1	+	LCK	0.307959	0.000000	NaN
TMC8	+	LCK	0.297227	0.000000	NaN
HLA-DPA1	+	LCK	0.003544	0.000000	NaN
IL2RG	-	LCK	-0.311901	0.000000	NaN
GNLY	-	LCK	-0.020932	0.000000	NaN
CD3G	-	LCK	-0.406015	0.000000	NaN
PTPN7	+	LCK	0.336689	0.000000	NaN
SIT1	+	LCK	0.143839	0.000000	NaN
ZFP36L2	+	LCK	1.990229	0.000000	NaN
TMSB10	-	LCK	-0.029523	0.000000	NaN
IKZF3	+	LCK	0.861018	0.000000	NaN
ITM2A	+	LCK	0.051437	0.000000	NaN
TAGAP	+	LCK	1.802757	0.000000	NaN
S100A10	-	LCK	-0.029091	0.000000	NaN
TRAC	+	LCK	1.009962	0.000000	NaN
C12orf75	+	LCK	0.209307	0.000000	NaN
CD96	+	LCK	0.796205	0.000000	NaN
SLC9A3R1	-	LCK	-0.560371	0.000000	NaN
DUSP2	-	LCK	-0.062610	0.000000	NaN
SELL	-	LCK	-0.442421	0.000000	NaN
TRBC1	+	LCK	1.613141	0.000000	NaN
HLA-DRB5	+	LCK	0.007169	0.000000	NaN
CXCR4	+	LCK	0.649659	0.000000	NaN
SRGN	-	LCK	-0.055679	0.000000	NaN
RASAL3	+	LCK	0.525435	0.000000	NaN
LAT	-	LCK	-0.055411	0.000000	NaN
CD2	+	LCK	0.338409	0.000000	NaN
IL7R	+	LCK	1.282569	0.000000	NaN
SYTL1	+	LCK	0.660217	0.000000	NaN
S100A4	-	LCK	-0.048897	0.000000	NaN
CD40LG	-	LCK	-0.045908	0.000000	NaN
PTPRCAP	+	LCK	0.092770	0.000000	NaN
LTB	+	LCK	0.295141	0.000000	NaN
GATA3	-	LCK	-0.629649	0.000000	NaN
LCK	+	LCK	0.816565	0.000000	NaN
BATF	+	LCK	0.246999	0.000000	NaN
TRBC2	+	LCK	1.259616	0.000000	NaN
GZMA	+	LCK	1.589248	0.000000	NaN
TNFRSF25	+	LCK	0.272273	0.000000	NaN
KIAA1551	+	LCK	0.776709	0.000000	NaN
CXCR3	+	LCK	0.679509	0.000000	NaN
DDIT4	+	LCK	0.231560	0.000000	NaN
TC2N	+	LCK	0.980611	0.000000	NaN
GZMM	+	LCK	1.129465	0.000000	NaN
SH2D2A	-	LCK	-0.183931	0.000000	NaN
ITK	+	LCK	1.728936	0.000000	NaN
HLA-DRB1	+	LCK	0.003976	0.000000	NaN
TSPAN13	-	LCK	-0.205186	0.000000	NaN
RGS1	-	LCK	-0.221013	0.000000	NaN
APOBEC3G	+	LCK	1.000076	0.000000	NaN
PIM2	+	LCK	0.734205	0.000000	NaN
TUBA4A	-	LCK	-0.412926	0.000000	NaN
RARRES3	+	LCK	0.171604	0.000000	NaN
TCF7	-	LCK	-0.552228	0.000000	NaN
KLRB1	+	LCK	0.954817	0.000000	NaN
GIMAP7	+	LCK	1.279034	0.000000	NaN
CD247	+	LCK	1.027356	0.000000	NaN
PGM2L1	+	LCK	0.912623	0.000000	NaN
CD3D	+	LCK	1.476788	0.000000	NaN
IL22	+	LCK	0.049181	0.000000	NaN
CCL5	+	LCK	2.036776	0.000000	NaN
CLEC2D	-	LCK	-0.079179	0.000000	NaN
CAMK4	+	LCK	0.725300	0.000000	NaN
TRAV8-2	-	LCK	-0.100472	0.000000	NaN
CD74	+	LCK	0.003190	0.000000	NaN
CD28	-	LCK	-0.313984	0.000000	NaN
TNFRSF18	+	LCK	0.546811	0.000000	NaN
CD52	+	LCK	0.148000	0.000000	NaN
IL32	-	LCK	-0.040296	0.000000	NaN
TRAV8-3	-	LCK	-0.511305	0.000000	NaN
ZAP70	+	LCK	0.161450	0.000000	NaN
ISG20	+	LCK	1.186292	0.000000	NaN
CD69	+	LCK	0.461050	0.000000	NaN
SLC38A1	-	LCK	-0.218905	0.000000	NaN
LY9	-	LCK	-0.949954	0.000000	NaN
HSPA8	+	LCK	0.041207	0.000000	NaN
EVL	-	LCK	-0.097710	0.000000	NaN
TOX	-	LCK	-0.950122	0.000000	NaN
TRAT1	+	LCK	1.211433	0.000000	NaN
LAIR2	+	LCK	0.179762	0.000000	NaN
CD82	-	LCK	-0.260283	0.000000	NaN
ACTB	-	BATF	-0.011378	0.000000	NaN
TIGIT	+	BATF	1.813030	0.000000	NaN
BIRC3	+	BATF	0.111692	0.000000	NaN
SLAMF1	+	BATF	1.865316	0.000000	NaN
CST7	-	BATF	-0.415460	0.000000	NaN
SAMSN1	+	BATF	0.288341	0.000000	NaN
HLA-DQA1	-	BATF	-0.005625	0.000000	NaN
